# provenance: auROC_PR.VAL.txt grouped by data/raw/gene_lists/kucharski_artr_12.tsv
gene,gene_symbol,group,valid_auc,valid_aupr,test_auc,test_aupr
PF3D7_1427500,MSH2-1,Other candidate genes,0.536904089699121,0.508189675191389,0.494915254237288,0.715712655728586
PF3D7_0709100,PF3D7_0709100,Other candidate genes,0.533475840929257,0.510256915395263,0.621864406779661,0.780906837260122
PF3D7_0918900,gammaGCS,Other candidate genes,0.529059449866903,0.511438617475216,0.532937853107345,0.731363313389095
PF3D7_1470800,PF3D7_1470800,Other candidate genes,0.533858998144712,0.506429244601737,0.609887005649718,0.771133518698841
PF3D7_0321200,ALG7,Other candidate genes,0.5289989513592,0.504273641649879,0.493559322033898,0.721542086099807
PF3D7_0813000,KIC7,Other candidate genes,0.523917076712108,0.503411107616882,0.526158192090395,0.72802712746191
PF3D7_1137400,PF3D7_1137400,Other candidate genes,0.524844720496894,0.501628664495114,0.505084745762712,0.719792740525006
PF3D7_0623200,FNR,Other candidate genes,0.524844720496894,0.501628664495114,0.525423728813559,0.728155339805825
PF3D7_1107400,RAD51,Other candidate genes,0.524703557312253,0.501556549097533,0.5,0.717703349282297
PF3D7_1339900,ABCB5,Other candidate genes,0.511918206017585,0.511176336563333,0.50090395480226,0.72259186211572
PF3D7_0706700,MSH2-2,Other candidate genes,0.521597967250141,0.499968680836848,0.5,0.717703349282297
PF3D7_1409300,DDI1,Other candidate genes,0.521577801080907,0.499937361673696,0.516949152542373,0.72463768115942
PF3D7_1209600,PBGD,Other candidate genes,0.521557634911672,0.49992784992785,0.5,0.717703349282297
PF3D7_0317100,B9,Other candidate genes,0.513632330402517,0.504920941415673,0.594745762711864,0.764374837870517
PF3D7_1324400,PRELID,Other candidate genes,0.515527950310559,0.496774193548387,0.505084745762712,0.719792740525006
PF3D7_1452700,PF3D7_1452700,Other candidate genes,0.515527950310559,0.496774193548387,0.50180790960452,0.718450714666307
PF3D7_1008600,PF3D7_1008600,Other candidate genes,0.515527950310559,0.496774193548387,0.576271186440678,0.75
PF3D7_1462800,GAPDH,Other candidate genes,0.5150842945874,0.496547582856677,0.514915254237288,0.723991056040295
PF3D7_1025000,EPS15,Other candidate genes,0.514620472695007,0.496891227065841,0.496327683615819,0.718317869230236
PF3D7_0708900,SCO1,Other candidate genes,0.512624021940792,0.498610016181901,0.50180790960452,0.718436691906288
PF3D7_1119600,PF3D7_1119600,Other candidate genes,0.506312010970396,0.503448281533255,0.440677966101695,0.717703349282297
PF3D7_1219100,CHC,Other candidate genes,0.512422360248447,0.496774193548387,0.5,0.717703349282297
PF3D7_1017400,HAD5,Other candidate genes,0.512200532386868,0.495980639628243,0.534858757062147,0.734858547884864
PF3D7_1138300,PF3D7_1138300,Other candidate genes,0.512422360248447,0.495176848874598,0.516949152542373,0.72463768115942
PF3D7_1147700,PF3D7_1147700,Other candidate genes,0.509135274663225,0.495105002871993,0.5,0.721153846153846
PF3D7_0505300,PF3D7_0505300,Other candidate genes,0.509175607001694,0.494330362999194,0.525762711864407,0.728657004830918
PF3D7_0403500,USP,Other candidate genes,0.509316770186335,0.493589743589744,0.516949152542373,0.72463768115942
PF3D7_1406900,RlmN,Other candidate genes,0.509316770186335,0.493589743589744,0.5,0.717703349282297
PF3D7_1412800,NMT,Other candidate genes,0.509316770186335,0.493589743589744,0.5,0.717703349282297
PF3D7_1252600,PF3D7_1252600,Other candidate genes,0.50776397515528,0.49280240831965,0.535706214689265,0.732473668419473
PF3D7_1436600,PKG,Other candidate genes,0.506594337339679,0.493878732732236,0.474576271186441,0.717703349282297
PF3D7_0509800,PI4KB,Other candidate genes,0.50296442687747,0.496565078952676,0.491468926553672,0.713085661773533
PF3D7_1218300,AP2-MU,Reported ART-R genes,0.506211180124224,0.492012779552716,0.5,0.717703349282297
PF3D7_0603300,DHODH,Other candidate genes,0.506211180124224,0.492012779552716,0.5,0.717703349282297
PF3D7_1356600,PF3D7_1356600,Other candidate genes,0.506070016939582,0.4919414633241,0.5,0.717703349282297
PF3D7_1343600,PF3D7_1343600,Other candidate genes,0.494514801968218,0.501908634496494,0.480338983050847,0.725231259968102
PF3D7_0522600,PF3D7_0522600,Other candidate genes,0.503105590062112,0.490445859872611,0.483050847457627,0.717703349282297
PF3D7_1455200,PF3D7_1455200,Other candidate genes,0.503105590062112,0.490445859872611,0.508474576271186,0.721153846153846
PF3D7_0702200,LPL20,Other candidate genes,0.503105590062112,0.490445859872611,0.5,0.717703349282297
PF3D7_0516500,MFS1,Other candidate genes,0.5,0.488888888888889,0.503333333333333,0.719585326953748
PF3D7_0716900,DMT2,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_0708700,COX4,Other candidate genes,0.5,0.488888888888889,0.525423728813559,0.728155339805825
PF3D7_0705900,PF3D7_0705900,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_0708600,IMC1d,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_0728000,eIF2alpha,Other candidate genes,0.5,0.488888888888889,0.50180790960452,0.718436691906288
PF3D7_0303600,Plrx,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_0217100,PF3D7_0217100,Other candidate genes,0.5,0.488888888888889,0.508474576271186,0.721153846153846
PF3D7_1310000,OSCP,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_0715500,PF3D7_0715500,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_0605300,ARK1,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_0511000,TCTP,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_1476700,LPL1,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_1438900,Trx-Px1,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_1413500,SufC,Other candidate genes,0.5,0.488888888888889,0.513728813559322,0.723309882275691
PF3D7_1235700,PF3D7_1235700,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_1347500,ALBA4,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_1115600,CYP19B,Other candidate genes,0.5,0.488888888888889,0.5,0.717703349282297
PF3D7_1457200,TRX1,Other candidate genes,0.5,0.488888888888889,0.508474576271186,0.721153846153846
PF3D7_1113700,GLO1,Other candidate genes,0.499879002984593,0.48882846259782,0.49,0.71367445533516
PF3D7_1350900,ApiAP2,Other candidate genes,0.499858836815359,0.488818352396627,0.516949152542373,0.72463768115942
PF3D7_0604700,GILP,Other candidate genes,0.493889650721949,0.493584791414373,0.514858757062147,0.722753623188406
PF3D7_0422000,PF3D7_0422000,Other candidate genes,0.496793579091716,0.490385013076096,0.5,0.717703349282297
PF3D7_1311300,PF3D7_1311300,Other candidate genes,0.497015406953295,0.488884523120192,0.458757062146893,0.71101494824405
PF3D7_0802200,1-CysPxn,Other candidate genes,0.490683229813665,0.495176848874598,0.48638418079096,0.715140882509304
PF3D7_0530200,PPT,Other candidate genes,0.496571751230136,0.487191117445894,0.503954802259887,0.719265552450366
PF3D7_0806400,ALG13,Other candidate genes,0.491106719367589,0.485858585858586,0.475254237288136,0.708721804511278
PF3D7_1322700,PF3D7_1322700,Other candidate genes,0.481366459627329,0.495115113073186,0.449491525423729,0.712531941742468
PF3D7_1113300,UGT,Other candidate genes,0.475155279503106,0.488888888888889,0.474576271186441,0.717703349282297
PF3D7_1121700,GCN20,Other candidate genes,0.472049689440994,0.487802272037941,0.432203389830508,0.717703349282297
PF3D7_0528100,PF3D7_0528100,Other candidate genes,0.475639267564733,0.484011319904331,0.483446327683616,0.72577524984776
PF3D7_0615500,CRK5,Other candidate genes,0.475477938210857,0.483553044269002,0.469209039548023,0.717457264957265
PF3D7_0612300,TMEM234,Other candidate genes,0.466483826732274,0.481962481962482,0.455819209039548,0.711467304625199
PF3D7_0914400,KIC3,Other candidate genes,0.453416149068323,0.488888888888889,0.491525423728814,0.717703349282297
PF3D7_1213800,PRS,Other candidate genes,0.419476486246673,0.466848098470933,0.378474576271186,0.706738859845656
PF3D7_0505500,MSH6,Other candidate genes,0.366520125836896,0.44677601499548,0.28225988700565,0.642994001307515
